"region","age","gender","population"
"SSC22342",22,"M",0
"SSC22342",22,"F",0
"SSC22342",23,"M",0
"SSC22342",23,"F",0
"SSC22342",24,"M",0
"SSC22342",24,"F",0
"SSC22342",25,"M",0
"SSC22342",25,"F",0
"SSC22342",26,"M",0
"SSC22342",26,"F",0
"SSC22342",27,"M",0
"SSC22342",27,"F",0
"SSC22342",28,"M",0
"SSC22342",28,"F",0
"SSC22342",29,"M",0
"SSC22342",29,"F",0
"SSC22342",30,"M",0
"SSC22342",30,"F",0
"SSC22342",31,"M",0
"SSC22342",31,"F",0
"SSC22342",32,"M",0
"SSC22342",32,"F",0
"SSC22342",33,"M",0
"SSC22342",33,"F",0
"SSC22342",34,"M",0
"SSC22342",34,"F",0
"SSC22342",35,"M",0
"SSC22342",35,"F",0
"SSC22342",36,"M",0
"SSC22342",36,"F",0
"SSC22342",37,"M",0
"SSC22342",37,"F",0
"SSC22342",38,"M",0
"SSC22342",38,"F",0
"SSC22342",39,"M",0
"SSC22342",39,"F",0
"SSC22342",40,"M",0
"SSC22342",40,"F",0
"SSC22342",41,"M",3
"SSC22342",41,"F",0
"SSC22342",42,"M",0
"SSC22342",42,"F",0
"SSC22342",43,"M",0
"SSC22342",43,"F",0
"SSC22342",44,"M",0
"SSC22342",44,"F",0
"SSC22342",45,"M",0
"SSC22342",45,"F",0
"SSC22342",46,"M",0
"SSC22342",46,"F",0
"SSC22342",47,"M",0
"SSC22342",47,"F",0
"SSC22342",48,"M",0
"SSC22342",48,"F",0
"SSC22342",49,"M",0
"SSC22342",49,"F",0
"SSC22342",50,"M",0
"SSC22342",50,"F",0
"SSC22342",51,"M",0
"SSC22342",51,"F",0
"SSC22342",52,"M",0
"SSC22342",52,"F",0
"SSC22342",53,"M",0
"SSC22342",53,"F",0
"SSC22342",54,"M",0
"SSC22342",54,"F",0
"SSC22342",55,"M",0
"SSC22342",55,"F",0
"SSC22708",0,"M",39
"SSC22708",0,"F",35
"SSC22708",1,"M",35
"SSC22708",1,"F",36
"SSC22708",2,"M",33
"SSC22708",2,"F",39
"SSC22708",3,"M",32
"SSC22708",3,"F",38
"SSC22708",4,"M",37
"SSC22708",4,"F",39
"SSC22708",5,"M",37
"SSC22708",5,"F",39
"SSC22708",6,"M",30
"SSC22708",6,"F",31
"SSC22708",7,"M",34
"SSC22708",7,"F",28
"SSC22708",8,"M",25
"SSC22708",8,"F",30
"SSC22708",9,"M",41
"SSC22708",9,"F",30
"SSC22708",10,"M",39
"SSC22708",10,"F",32
"SSC22708",11,"M",34
"SSC22708",11,"F",26
"SSC22708",12,"M",30
"SSC22708",12,"F",25
"SSC22708",13,"M",21
"SSC22708",13,"F",14
"SSC22708",14,"M",36
"SSC22708",14,"F",28
"SSC22708",15,"M",26
"SSC22708",15,"F",19
"SSC22708",16,"M",33
"SSC22708",16,"F",21
"SSC22708",17,"M",22
"SSC22708",17,"F",33
"SSC22708",18,"M",41
"SSC22708",18,"F",20
"SSC22708",19,"M",26
"SSC22708",19,"F",23
"SSC22708",20,"M",24
"SSC22708",20,"F",26
"SSC22708",21,"M",34
"SSC22708",21,"F",24
"SSC22708",22,"M",24
"SSC22708",22,"F",17
"SSC22708",23,"M",30
"SSC22708",23,"F",30
"SSC22708",24,"M",29
"SSC22708",24,"F",31
"SSC22708",25,"M",37
"SSC22708",25,"F",27
"SSC22708",26,"M",31
"SSC22708",26,"F",34
"SSC22708",27,"M",39
"SSC22708",27,"F",36
"SSC22708",28,"M",32
"SSC22708",28,"F",39
"SSC22708",29,"M",36
"SSC22708",29,"F",38
"SSC22708",30,"M",38
"SSC22708",30,"F",41
"SSC22708",31,"M",41
"SSC22708",31,"F",38
"SSC22708",32,"M",31
"SSC22708",32,"F",37
"SSC22708",33,"M",45
"SSC22708",33,"F",54
"SSC22708",34,"M",49
"SSC22708",34,"F",44
"SSC22708",35,"M",43
"SSC22708",35,"F",41
"SSC22708",36,"M",54
"SSC22708",36,"F",41
"SSC22708",37,"M",36
"SSC22708",37,"F",45
"SSC22708",38,"M",47
"SSC22708",38,"F",43
"SSC22708",39,"M",36
"SSC22708",39,"F",41
"SSC22708",40,"M",42
"SSC22708",40,"F",53
"SSC22708",41,"M",39
"SSC22708",41,"F",33
"SSC22708",42,"M",40
"SSC22708",42,"F",39
"SSC22708",43,"M",39
"SSC22708",43,"F",39
"SSC22708",44,"M",43
"SSC22708",44,"F",53
"SSC22708",45,"M",31
"SSC22708",45,"F",43
"SSC22708",46,"M",50
"SSC22708",46,"F",31
"SSC22708",47,"M",48
"SSC22708",47,"F",45
"SSC22708",48,"M",34
"SSC22708",48,"F",33
"SSC22708",49,"M",17
"SSC22708",49,"F",32
"SSC22708",50,"M",31
"SSC22708",50,"F",38
"SSC22708",51,"M",32
"SSC22708",51,"F",21
"SSC22708",52,"M",24
"SSC22708",52,"F",29
"SSC22708",53,"M",41
"SSC22708",53,"F",22
"SSC22708",54,"M",23
"SSC22708",54,"F",34
"SSC22708",55,"M",31
"SSC22708",55,"F",28
"SSC21329",0,"M",35
"SSC21329",0,"F",25
"SSC21329",1,"M",41
"SSC21329",1,"F",35
"SSC21329",2,"M",40
"SSC21329",2,"F",20
"SSC21329",3,"M",42
"SSC21329",3,"F",43
"SSC21329",4,"M",43
"SSC21329",4,"F",37
"SSC21329",5,"M",42
"SSC21329",5,"F",38
"SSC21329",6,"M",56
"SSC21329",6,"F",39
"SSC21329",7,"M",41
"SSC21329",7,"F",41
"SSC21329",8,"M",69
"SSC21329",8,"F",50
"SSC21329",9,"M",56
"SSC21329",9,"F",49
"SSC21329",10,"M",51
"SSC21329",10,"F",43
"SSC21329",11,"M",49
"SSC21329",11,"F",55
"SSC21329",12,"M",53
"SSC21329",12,"F",52
"SSC21329",13,"M",54
"SSC21329",13,"F",32
"SSC21329",14,"M",57
"SSC21329",14,"F",42
"SSC21329",15,"M",53
"SSC21329",15,"F",52
"SSC21329",16,"M",67
"SSC21329",16,"F",56
"SSC21329",17,"M",57
"SSC21329",17,"F",32
"SSC21329",18,"M",47
"SSC21329",18,"F",45
"SSC21329",19,"M",46
"SSC21329",19,"F",31
"SSC21329",20,"M",50
"SSC21329",20,"F",34
"SSC21329",21,"M",34
"SSC21329",21,"F",44
"SSC21329",22,"M",43
"SSC21329",22,"F",44
"SSC21329",23,"M",45
"SSC21329",23,"F",46
"SSC21329",24,"M",32
"SSC21329",24,"F",47
"SSC21329",25,"M",37
"SSC21329",25,"F",38
"SSC21329",26,"M",35
"SSC21329",26,"F",45
"SSC21329",27,"M",45
"SSC21329",27,"F",28
"SSC21329",28,"M",39
"SSC21329",28,"F",28
"SSC21329",29,"M",35
"SSC21329",29,"F",37
"SSC21329",30,"M",27
"SSC21329",30,"F",39
"SSC21329",31,"M",27
"SSC21329",31,"F",25
"SSC21329",32,"M",38
"SSC21329",32,"F",27
"SSC21329",33,"M",31
"SSC21329",33,"F",38
"SSC21329",34,"M",25
"SSC21329",34,"F",33
"SSC21329",35,"M",29
"SSC21329",35,"F",31
"SSC21329",36,"M",30
"SSC21329",36,"F",39
"SSC21329",37,"M",25
"SSC21329",37,"F",46
"SSC21329",38,"M",43
"SSC21329",38,"F",39
"SSC21329",39,"M",32
"SSC21329",39,"F",32
"SSC21329",40,"M",39
"SSC21329",40,"F",54
"SSC21329",41,"M",48
"SSC21329",41,"F",61
"SSC21329",42,"M",46
"SSC21329",42,"F",50
"SSC21329",43,"M",43
"SSC21329",43,"F",51
"SSC21329",44,"M",51
"SSC21329",44,"F",64
"SSC21329",45,"M",61
"SSC21329",45,"F",60
"SSC21329",46,"M",74
"SSC21329",46,"F",68
"SSC21329",47,"M",45
"SSC21329",47,"F",58
"SSC21329",48,"M",46
"SSC21329",48,"F",66
"SSC21329",49,"M",57
"SSC21329",49,"F",50
"SSC21329",50,"M",51
"SSC21329",50,"F",61
"SSC21329",51,"M",49
"SSC21329",51,"F",47
"SSC21329",52,"M",46
"SSC21329",52,"F",59
"SSC21329",53,"M",62
"SSC21329",53,"F",55
"SSC21329",54,"M",41
"SSC21329",54,"F",48
"SSC21329",55,"M",55
"SSC21329",55,"F",54
"SSC22193",0,"M",0
"SSC22193",0,"F",0
"SSC22193",1,"M",0
"SSC22193",1,"F",0
"SSC22193",2,"M",0
"SSC22193",2,"F",3
"SSC22193",3,"M",0
"SSC22193",3,"F",0
"SSC22193",4,"M",0
"SSC22193",4,"F",0
"SSC22193",5,"M",0
"SSC22193",5,"F",0
"SSC22193",6,"M",0
"SSC22193",6,"F",0
"SSC22193",7,"M",0
"SSC22193",7,"F",0
"SSC22193",8,"M",0
"SSC22193",8,"F",0
"SSC22193",9,"M",0
"SSC22193",9,"F",0
"SSC22193",10,"M",0
"SSC22193",10,"F",0
"SSC22193",11,"M",0
"SSC22193",11,"F",0
"SSC22193",12,"M",0
"SSC22193",12,"F",0
"SSC22193",13,"M",0
"SSC22193",13,"F",0
"SSC22193",14,"M",0
"SSC22193",14,"F",0
"SSC22193",15,"M",0
"SSC22193",15,"F",0
"SSC22193",16,"M",0
"SSC22193",16,"F",0
"SSC22193",17,"M",0
"SSC22193",17,"F",0
"SSC22193",18,"M",0
"SSC22193",18,"F",0
"SSC22193",19,"M",0
"SSC22193",19,"F",0
"SSC22193",20,"M",0
"SSC22193",20,"F",0
"SSC22193",21,"M",0
"SSC22193",21,"F",0
"SSC22193",22,"M",0
"SSC22193",22,"F",0
"SSC22193",23,"M",0
"SSC22193",23,"F",0
"SSC22193",24,"M",0
"SSC22193",24,"F",0
"SSC22193",25,"M",0
"SSC22193",25,"F",0
"SSC22193",26,"M",0
"SSC22193",26,"F",0
"SSC22193",27,"M",0
"SSC22193",27,"F",0
"SSC22193",28,"M",0
"SSC22193",28,"F",0
"SSC22193",29,"M",0
"SSC22193",29,"F",0
"SSC22193",30,"M",0
"SSC22193",30,"F",0
"SSC22193",31,"M",0
"SSC22193",31,"F",0
"SSC22193",32,"M",0
"SSC22193",32,"F",0
"SSC22193",33,"M",0
"SSC22193",33,"F",0
"SSC22193",34,"M",0
"SSC22193",34,"F",0
"SSC22193",35,"M",0
"SSC22193",35,"F",0
"SSC22193",36,"M",0
"SSC22193",36,"F",0
"SSC22193",37,"M",0
"SSC22193",37,"F",0
"SSC22193",38,"M",0
"SSC22193",38,"F",0
"SSC22193",39,"M",0
"SSC22193",39,"F",0
"SSC22193",40,"M",0
"SSC22193",40,"F",0
"SSC22193",41,"M",0
"SSC22193",41,"F",0
"SSC22193",42,"M",0
"SSC22193",42,"F",0
"SSC22193",43,"M",0
"SSC22193",43,"F",0
"SSC22193",44,"M",0
"SSC22193",44,"F",0
"SSC22193",45,"M",0
"SSC22193",45,"F",0
"SSC22193",46,"M",0
"SSC22193",46,"F",0
"SSC22193",47,"M",0
"SSC22193",47,"F",0
"SSC22193",48,"M",0
"SSC22193",48,"F",0
"SSC22193",49,"M",0
"SSC22193",49,"F",0
"SSC22193",50,"M",0
"SSC22193",50,"F",0
"SSC22193",51,"M",0
"SSC22193",51,"F",0
"SSC22193",52,"M",0
"SSC22193",52,"F",0
"SSC22193",53,"M",0
"SSC22193",53,"F",0
"SSC22193",54,"M",0
"SSC22193",54,"F",0
"SSC22193",55,"M",0
"SSC22193",55,"F",0
"SSC20617",0,"M",4
"SSC20617",0,"F",5
"SSC20617",1,"M",0
"SSC20617",1,"F",0
"SSC20617",2,"M",6
"SSC20617",2,"F",3
"SSC20617",3,"M",3
"SSC20617",3,"F",3
"SSC20617",4,"M",4
"SSC20617",4,"F",3
"SSC20617",5,"M",7
"SSC20617",5,"F",0
"SSC20617",6,"M",6
"SSC20617",6,"F",6
"SSC20617",7,"M",3
"SSC20617",7,"F",9
"SSC20617",8,"M",4
"SSC20617",8,"F",7
"SSC20617",9,"M",9
"SSC20617",9,"F",3
"SSC20617",10,"M",5
"SSC20617",10,"F",8
"SSC20617",11,"M",4
"SSC20617",11,"F",6
"SSC20617",12,"M",6
"SSC20617",12,"F",4
"SSC20617",13,"M",9
"SSC20617",13,"F",4
"SSC20617",14,"M",3
"SSC20617",14,"F",10
"SSC20617",15,"M",9
"SSC20617",15,"F",7
"SSC20617",16,"M",11
"SSC20617",16,"F",3
"SSC20617",17,"M",7
"SSC20617",17,"F",0
"SSC20617",18,"M",4
"SSC20617",18,"F",3
"SSC20617",19,"M",3
"SSC20617",19,"F",3
"SSC20617",20,"M",3
"SSC20617",20,"F",7
"SSC20617",21,"M",5
"SSC20617",21,"F",0
"SSC20617",22,"M",4
"SSC20617",22,"F",4
"SSC20617",23,"M",5
"SSC20617",23,"F",4
"SSC20617",24,"M",0
"SSC20617",24,"F",0
"SSC20617",25,"M",0
"SSC20617",25,"F",0
"SSC20617",26,"M",0
"SSC20617",26,"F",3
"SSC20617",27,"M",0
"SSC20617",27,"F",0
"SSC20617",28,"M",0
"SSC20617",28,"F",0
"SSC20617",29,"M",3
"SSC20617",29,"F",4
"SSC20617",30,"M",0
"SSC20617",30,"F",4
"SSC20617",31,"M",0
"SSC20617",31,"F",3
"SSC20617",32,"M",4
"SSC20617",32,"F",3
"SSC20617",33,"M",4
"SSC20617",33,"F",3
"SSC20617",34,"M",0
"SSC20617",34,"F",3
"SSC20617",35,"M",7
"SSC20617",35,"F",0
"SSC20617",36,"M",0
"SSC20617",36,"F",0
"SSC20617",37,"M",6
"SSC20617",37,"F",3
"SSC20617",38,"M",3
"SSC20617",38,"F",0
"SSC20617",39,"M",6
"SSC20617",39,"F",10
"SSC20617",40,"M",11
"SSC20617",40,"F",5
"SSC20617",41,"M",4
"SSC20617",41,"F",8
"SSC20617",42,"M",9
"SSC20617",42,"F",3
"SSC20617",43,"M",4
"SSC20617",43,"F",6
"SSC20617",44,"M",11
"SSC20617",44,"F",9
"SSC20617",45,"M",8
"SSC20617",45,"F",12
"SSC20617",46,"M",12
"SSC20617",46,"F",3
"SSC20617",47,"M",0
"SSC20617",47,"F",3
"SSC20617",48,"M",10
"SSC20617",48,"F",4
"SSC20617",49,"M",3
"SSC20617",49,"F",3
"SSC20617",50,"M",7
"SSC20617",50,"F",12
"SSC20617",51,"M",4
"SSC20617",51,"F",5
"SSC20617",52,"M",7
"SSC20617",52,"F",8
"SSC20617",53,"M",9
"SSC20617",53,"F",0
"SSC20617",54,"M",4
"SSC20617",54,"F",6
"SSC20617",55,"M",9
"SSC20617",55,"F",0
"SSC20668",0,"M",0
"SSC20668",0,"F",0
"SSC20668",1,"M",0
"SSC20668",1,"F",0
"SSC20668",2,"M",0
"SSC20668",2,"F",0
"SSC20668",3,"M",0
"SSC20668",3,"F",0
"SSC20668",4,"M",0
"SSC20668",4,"F",0
"SSC20668",5,"M",0
"SSC20668",5,"F",0
"SSC20668",6,"M",0
"SSC20668",6,"F",0
"SSC20668",7,"M",0
"SSC20668",7,"F",0
"SSC20668",8,"M",3
"SSC20668",8,"F",0
"SSC20668",9,"M",0
"SSC20668",9,"F",0
"SSC20668",10,"M",0
"SSC20668",10,"F",0
"SSC20668",11,"M",0
"SSC20668",11,"F",0
"SSC20668",12,"M",0
"SSC20668",12,"F",0
"SSC20668",13,"M",0
"SSC20668",13,"F",0
"SSC20668",14,"M",0
"SSC20668",14,"F",0
"SSC20668",15,"M",0
"SSC20668",15,"F",0
"SSC20668",16,"M",0
"SSC20668",16,"F",0
"SSC20668",17,"M",0
"SSC20668",17,"F",0
"SSC20668",18,"M",0
"SSC20668",18,"F",0
"SSC20668",19,"M",0
"SSC20668",19,"F",0
"SSC20668",20,"M",0
"SSC20668",20,"F",0
"SSC20668",21,"M",0
"SSC20668",21,"F",0
"SSC20668",22,"M",0
"SSC20668",22,"F",0
"SSC20668",23,"M",0
"SSC20668",23,"F",0
"SSC20668",24,"M",0
"SSC20668",24,"F",0
"SSC20668",25,"M",0
"SSC20668",25,"F",0
"SSC20668",26,"M",0
"SSC20668",26,"F",0
"SSC20668",27,"M",0
"SSC20668",27,"F",0
"SSC20668",28,"M",0
"SSC20668",28,"F",0
"SSC20668",29,"M",0
"SSC20668",29,"F",0
"SSC20668",30,"M",0
"SSC20668",30,"F",0
"SSC20668",31,"M",0
"SSC20668",31,"F",0
"SSC20668",32,"M",0
"SSC20668",32,"F",0
"SSC20668",33,"M",0
"SSC20668",33,"F",0
"SSC20668",34,"M",0
"SSC20668",34,"F",0
"SSC20668",35,"M",0
"SSC20668",35,"F",0
"SSC20668",36,"M",0
"SSC20668",36,"F",0
"SSC20668",37,"M",0
"SSC20668",37,"F",0
"SSC20668",38,"M",0
"SSC20668",38,"F",0
"SSC20668",39,"M",0
"SSC20668",39,"F",0
"SSC20668",40,"M",0
"SSC20668",40,"F",0
"SSC20668",41,"M",0
"SSC20668",41,"F",0
"SSC20668",42,"M",0
"SSC20668",42,"F",0
"SSC20668",43,"M",0
"SSC20668",43,"F",0
"SSC20668",44,"M",0
"SSC20668",44,"F",0
"SSC20668",45,"M",0
"SSC20668",45,"F",0
"SSC20668",46,"M",0
"SSC20668",46,"F",0
"SSC20668",47,"M",0
"SSC20668",47,"F",3
"SSC20668",48,"M",0
"SSC20668",48,"F",0
"SSC20668",49,"M",0
"SSC20668",49,"F",0
"SSC20668",50,"M",0
"SSC20668",50,"F",0
"SSC20668",51,"M",0
"SSC20668",51,"F",3
"SSC20668",52,"M",0
"SSC20668",52,"F",0
"SSC20668",53,"M",0
"SSC20668",53,"F",0
"SSC20668",54,"M",0
"SSC20668",54,"F",0
"SSC20668",55,"M",0
"SSC20668",55,"F",5
"SSC22053",0,"M",0
"SSC22053",0,"F",0
"SSC22053",1,"M",0
"SSC22053",1,"F",0
"SSC22053",2,"M",0
"SSC22053",2,"F",0
"SSC22053",3,"M",3
"SSC22053",3,"F",0
"SSC22053",4,"M",0
"SSC22053",4,"F",0
"SSC22053",5,"M",0
"SSC22053",5,"F",3
"SSC22053",6,"M",3
"SSC22053",6,"F",0
"SSC22053",7,"M",0
"SSC22053",7,"F",4
"SSC22053",8,"M",0
"SSC22053",8,"F",0
"SSC22053",9,"M",0
"SSC22053",9,"F",4
"SSC22053",10,"M",0
"SSC22053",10,"F",0
"SSC22053",11,"M",0
"SSC22053",11,"F",0
"SSC22053",12,"M",0
"SSC22053",12,"F",0
"SSC22053",13,"M",0
"SSC22053",13,"F",0
"SSC22053",14,"M",0
"SSC22053",14,"F",0
"SSC22053",15,"M",0
"SSC22053",15,"F",0
"SSC22053",16,"M",0
"SSC22053",16,"F",0
"SSC22053",17,"M",0
"SSC22053",17,"F",0
"SSC22053",18,"M",3
"SSC22053",18,"F",0
"SSC22053",19,"M",3
"SSC22053",19,"F",0
"SSC22053",20,"M",0
"SSC22053",20,"F",0
"SSC22053",21,"M",0
"SSC22053",21,"F",3
"SSC22053",22,"M",0
"SSC22053",22,"F",0
"SSC22053",23,"M",0
"SSC22053",23,"F",0
"SSC22053",24,"M",0
"SSC22053",24,"F",0
"SSC22053",25,"M",0
"SSC22053",25,"F",0
"SSC22053",26,"M",0
"SSC22053",26,"F",3
"SSC22053",27,"M",0
"SSC22053",27,"F",0
"SSC22053",28,"M",0
"SSC22053",28,"F",0
"SSC22053",29,"M",0
"SSC22053",29,"F",0
"SSC22053",30,"M",0
"SSC22053",30,"F",0
"SSC22053",31,"M",0
"SSC22053",31,"F",0
"SSC22053",32,"M",4
"SSC22053",32,"F",0
"SSC22053",33,"M",0
"SSC22053",33,"F",0
"SSC22053",34,"M",0
"SSC22053",34,"F",0
"SSC22053",35,"M",3
"SSC22053",35,"F",0
"SSC22053",36,"M",0
"SSC22053",36,"F",3
"SSC22053",37,"M",3
"SSC22053",37,"F",4
"SSC22053",38,"M",0
"SSC22053",38,"F",0
"SSC22053",39,"M",0
"SSC22053",39,"F",0
"SSC22053",40,"M",0
"SSC22053",40,"F",0
"SSC22053",41,"M",0
"SSC22053",41,"F",0
"SSC22053",42,"M",0
"SSC22053",42,"F",0
"SSC22053",43,"M",0
"SSC22053",43,"F",5
"SSC22053",44,"M",3
"SSC22053",44,"F",0
"SSC22053",45,"M",0
"SSC22053",45,"F",4
"SSC22053",46,"M",3
"SSC22053",46,"F",3
"SSC22053",47,"M",3
"SSC22053",47,"F",4
"SSC22053",48,"M",0
"SSC22053",48,"F",3
"SSC22053",49,"M",3
"SSC22053",49,"F",0
"SSC22053",50,"M",3
"SSC22053",50,"F",0
"SSC22053",51,"M",10
"SSC22053",51,"F",3
"SSC22053",52,"M",3
"SSC22053",52,"F",0
"SSC22053",53,"M",0
"SSC22053",53,"F",3
"SSC22053",54,"M",3
"SSC22053",54,"F",3
"SSC22053",55,"M",4
"SSC22053",55,"F",0
"SSC21784",0,"M",3
"SSC21784",0,"F",0
"SSC21784",1,"M",0
"SSC21784",1,"F",0
"SSC21784",2,"M",0
"SSC21784",2,"F",0
"SSC21784",3,"M",4
"SSC21784",3,"F",0
"SSC21784",4,"M",0
"SSC21784",4,"F",0
"SSC21784",5,"M",0
"SSC21784",5,"F",3
"SSC21784",6,"M",0
"SSC21784",6,"F",0
"SSC21784",7,"M",3
"SSC21784",7,"F",0
"SSC21784",8,"M",0
"SSC21784",8,"F",0
"SSC21784",9,"M",0
"SSC21784",9,"F",0
"SSC21784",10,"M",0
"SSC21784",10,"F",0
"SSC21784",11,"M",0
"SSC21784",11,"F",0
"SSC21784",12,"M",0
"SSC21784",12,"F",0
"SSC21784",13,"M",0
"SSC21784",13,"F",0
"SSC21784",14,"M",0
"SSC21784",14,"F",3
"SSC21784",15,"M",0
"SSC21784",15,"F",0
"SSC21784",16,"M",0
"SSC21784",16,"F",0
"SSC21784",17,"M",0
"SSC21784",17,"F",0
"SSC21784",18,"M",0
"SSC21784",18,"F",0
"SSC21784",19,"M",0
"SSC21784",19,"F",0
"SSC21784",20,"M",0
"SSC21784",20,"F",0
"SSC21784",21,"M",0
"SSC21784",21,"F",0
"SSC21784",22,"M",0
"SSC21784",22,"F",0
"SSC21784",23,"M",0
"SSC21784",23,"F",0
"SSC21784",24,"M",0
"SSC21784",24,"F",0
"SSC21784",25,"M",0
"SSC21784",25,"F",0
"SSC21784",26,"M",0
"SSC21784",26,"F",0
"SSC21784",27,"M",0
"SSC21784",27,"F",0
"SSC21784",28,"M",0
"SSC21784",28,"F",0
"SSC21784",29,"M",0
"SSC21784",29,"F",0
"SSC21784",30,"M",0
"SSC21784",30,"F",0
"SSC21784",31,"M",0
"SSC21784",31,"F",0
"SSC21784",32,"M",3
"SSC21784",32,"F",0
"SSC21784",33,"M",0
"SSC21784",33,"F",3
"SSC21784",34,"M",0
"SSC21784",34,"F",0
"SSC21784",35,"M",4
"SSC21784",35,"F",0
"SSC21784",36,"M",0
"SSC21784",36,"F",0
"SSC21784",37,"M",0
"SSC21784",37,"F",3
"SSC21784",38,"M",0
"SSC21784",38,"F",0
"SSC21784",39,"M",0
"SSC21784",39,"F",0
"SSC21784",40,"M",0
"SSC21784",40,"F",0
"SSC21784",41,"M",0
"SSC21784",41,"F",0
"SSC21784",42,"M",0
"SSC21784",42,"F",0
"SSC21784",43,"M",0
"SSC21784",43,"F",0
"SSC21784",44,"M",0
"SSC21784",44,"F",0
"SSC21784",45,"M",0
"SSC21784",45,"F",0
"SSC21784",46,"M",0
"SSC21784",46,"F",4
"SSC21784",47,"M",0
"SSC21784",47,"F",0
"SSC21784",48,"M",0
"SSC21784",48,"F",0
"SSC21784",49,"M",3
"SSC21784",49,"F",0
"SSC21784",50,"M",0
"SSC21784",50,"F",0
"SSC21784",51,"M",0
"SSC21784",51,"F",0
"SSC21784",52,"M",0
"SSC21784",52,"F",0
"SSC21784",53,"M",0
"SSC21784",53,"F",0
"SSC21784",54,"M",0
"SSC21784",54,"F",0
"SSC21784",55,"M",0
"SSC21784",55,"F",0
"SSC21092",0,"M",0
"SSC21092",0,"F",0
"SSC21092",1,"M",0
"SSC21092",1,"F",0
"SSC21092",2,"M",0
"SSC21092",2,"F",0
"SSC21092",3,"M",0
"SSC21092",3,"F",0
"SSC21092",4,"M",0
"SSC21092",4,"F",0
"SSC21092",5,"M",0
"SSC21092",5,"F",0
"SSC21092",6,"M",0
"SSC21092",6,"F",0
"SSC21092",7,"M",0
"SSC21092",7,"F",0
"SSC21092",8,"M",0
"SSC21092",8,"F",0
"SSC21092",9,"M",0
"SSC21092",9,"F",0
"SSC21092",10,"M",0
"SSC21092",10,"F",0
"SSC21092",11,"M",0
"SSC21092",11,"F",0
"SSC21092",12,"M",0
"SSC21092",12,"F",3
"SSC21092",13,"M",0
"SSC21092",13,"F",0
"SSC21092",14,"M",0
"SSC21092",14,"F",0
"SSC21092",15,"M",0
"SSC21092",15,"F",0
"SSC21092",16,"M",0
"SSC21092",16,"F",0
"SSC21092",17,"M",0
"SSC21092",17,"F",0
"SSC21092",18,"M",0
"SSC21092",18,"F",0
"SSC21092",19,"M",0
"SSC21092",19,"F",0
"SSC21092",20,"M",0
"SSC21092",20,"F",0
"SSC21092",21,"M",0
"SSC21092",21,"F",0
"SSC21092",22,"M",0
"SSC21092",22,"F",0
"SSC21092",23,"M",0
"SSC21092",23,"F",0
"SSC21092",24,"M",0
"SSC21092",24,"F",0
"SSC21092",25,"M",0
"SSC21092",25,"F",0
"SSC21092",26,"M",0
"SSC21092",26,"F",0
"SSC21092",27,"M",0
"SSC21092",27,"F",0
"SSC21092",28,"M",0
"SSC21092",28,"F",0
"SSC21092",29,"M",0
"SSC21092",29,"F",0
"SSC21092",30,"M",0
"SSC21092",30,"F",0
"SSC21092",31,"M",0
"SSC21092",31,"F",0
"SSC21092",32,"M",0
"SSC21092",32,"F",0
"SSC21092",33,"M",0
"SSC21092",33,"F",0
"SSC21092",34,"M",0
"SSC21092",34,"F",0
"SSC21092",35,"M",0
"SSC21092",35,"F",0
"SSC21092",36,"M",0
"SSC21092",36,"F",0
"SSC21092",37,"M",0
"SSC21092",37,"F",0
"SSC21092",38,"M",0
"SSC21092",38,"F",0
"SSC21092",39,"M",0
"SSC21092",39,"F",0
"SSC21092",40,"M",0
"SSC21092",40,"F",0
"SSC21092",41,"M",0
"SSC21092",41,"F",0
"SSC21092",42,"M",0
"SSC21092",42,"F",0
"SSC21092",43,"M",0
"SSC21092",43,"F",0
"SSC21092",44,"M",0
"SSC21092",44,"F",0
"SSC21092",45,"M",0
"SSC21092",45,"F",3
"SSC21092",46,"M",0
"SSC21092",46,"F",0
"SSC21092",47,"M",0
"SSC21092",47,"F",0
"SSC21092",48,"M",0
"SSC21092",48,"F",0
"SSC21092",49,"M",0
"SSC21092",49,"F",0
"SSC21092",50,"M",0
"SSC21092",50,"F",0
"SSC21092",51,"M",0
"SSC21092",51,"F",0
"SSC21092",52,"M",0
"SSC21092",52,"F",0
"SSC21092",53,"M",0
"SSC21092",53,"F",0
"SSC21092",54,"M",0
"SSC21092",54,"F",0
"SSC21092",55,"M",0
"SSC21092",55,"F",0
"SSC22224",0,"M",0
"SSC22224",0,"F",0
"SSC22224",1,"M",0
"SSC22224",1,"F",0
"SSC22224",2,"M",0
"SSC22224",2,"F",5
"SSC22224",3,"M",0
"SSC22224",3,"F",0
"SSC22224",4,"M",0
"SSC22224",4,"F",0
"SSC22224",5,"M",0
"SSC22224",5,"F",6
"SSC22224",6,"M",0
"SSC22224",6,"F",0
"SSC22224",7,"M",0
"SSC22224",7,"F",0
"SSC22224",8,"M",3
"SSC22224",8,"F",0
"SSC22224",9,"M",0
"SSC22224",9,"F",0
"SSC22224",10,"M",0
"SSC22224",10,"F",0
"SSC22224",11,"M",0
"SSC22224",11,"F",3
"SSC22224",12,"M",3
"SSC22224",12,"F",0
"SSC22224",13,"M",3
"SSC22224",13,"F",0
"SSC22224",14,"M",3
"SSC22224",14,"F",3
"SSC22224",15,"M",0
"SSC22224",15,"F",4
"SSC22224",16,"M",0
"SSC22224",16,"F",0
"SSC22224",17,"M",4
