"region","age","gender","population"
"SSC21144",18,"M",68
"SSC21144",18,"F",80
"SSC21144",19,"M",88
"SSC21144",19,"F",96
"SSC21144",20,"M",100
"SSC21144",20,"F",89
"SSC21144",21,"M",125
"SSC21144",21,"F",129
"SSC21144",22,"M",127
"SSC21144",22,"F",98
"SSC21144",23,"M",143
"SSC21144",23,"F",177
"SSC21144",24,"M",167
"SSC21144",24,"F",158
"SSC21144",25,"M",179
"SSC21144",25,"F",198
"SSC21144",26,"M",161
"SSC21144",26,"F",190
"SSC21144",27,"M",158
"SSC21144",27,"F",166
"SSC21144",28,"M",154
"SSC21144",28,"F",165
"SSC21144",29,"M",150
"SSC21144",29,"F",147
"SSC21144",30,"M",152
"SSC21144",30,"F",167
"SSC21144",31,"M",133
"SSC21144",31,"F",119
"SSC21144",32,"M",126
"SSC21144",32,"F",127
"SSC21144",33,"M",130
"SSC21144",33,"F",121
"SSC21144",34,"M",119
"SSC21144",34,"F",131
"SSC21144",35,"M",118
"SSC21144",35,"F",132
"SSC21144",36,"M",109
"SSC21144",36,"F",109
"SSC21144",37,"M",108
"SSC21144",37,"F",128
"SSC21144",38,"M",101
"SSC21144",38,"F",103
"SSC21144",39,"M",90
"SSC21144",39,"F",109
"SSC21144",40,"M",85
"SSC21144",40,"F",111
"SSC21144",41,"M",102
"SSC21144",41,"F",104
"SSC21144",42,"M",94
"SSC21144",42,"F",113
"SSC21144",43,"M",101
"SSC21144",43,"F",81
"SSC21144",44,"M",77
"SSC21144",44,"F",90
"SSC21144",45,"M",88
"SSC21144",45,"F",97
"SSC21144",46,"M",85
"SSC21144",46,"F",101
"SSC21144",47,"M",72
"SSC21144",47,"F",96
"SSC21144",48,"M",89
"SSC21144",48,"F",88
"SSC21144",49,"M",75
"SSC21144",49,"F",81
"SSC21144",50,"M",81
"SSC21144",50,"F",72
"SSC21144",51,"M",81
"SSC21144",51,"F",92
"SSC21144",52,"M",68
"SSC21144",52,"F",93
"SSC21144",53,"M",66
"SSC21144",53,"F",70
"SSC21144",54,"M",80
"SSC21144",54,"F",77
"SSC21144",55,"M",61
"SSC21144",55,"F",80
"SSC22030",0,"M",54
"SSC22030",0,"F",70
"SSC22030",1,"M",70
"SSC22030",1,"F",68
"SSC22030",2,"M",58
"SSC22030",2,"F",71
"SSC22030",3,"M",66
"SSC22030",3,"F",70
"SSC22030",4,"M",67
"SSC22030",4,"F",62
"SSC22030",5,"M",74
"SSC22030",5,"F",77
"SSC22030",6,"M",67
"SSC22030",6,"F",67
"SSC22030",7,"M",75
"SSC22030",7,"F",56
"SSC22030",8,"M",76
"SSC22030",8,"F",59
"SSC22030",9,"M",70
"SSC22030",9,"F",59
"SSC22030",10,"M",80
"SSC22030",10,"F",67
"SSC22030",11,"M",67
"SSC22030",11,"F",55
"SSC22030",12,"M",65
"SSC22030",12,"F",65
"SSC22030",13,"M",81
"SSC22030",13,"F",58
"SSC22030",14,"M",61
"SSC22030",14,"F",60
"SSC22030",15,"M",60
"SSC22030",15,"F",58
"SSC22030",16,"M",56
"SSC22030",16,"F",62
"SSC22030",17,"M",80
"SSC22030",17,"F",53
"SSC22030",18,"M",73
"SSC22030",18,"F",50
"SSC22030",19,"M",64
"SSC22030",19,"F",64
"SSC22030",20,"M",57
"SSC22030",20,"F",73
"SSC22030",21,"M",59
"SSC22030",21,"F",56
"SSC22030",22,"M",71
"SSC22030",22,"F",81
"SSC22030",23,"M",49
"SSC22030",23,"F",51
"SSC22030",24,"M",47
"SSC22030",24,"F",56
"SSC22030",25,"M",65
"SSC22030",25,"F",63
"SSC22030",26,"M",62
"SSC22030",26,"F",53
"SSC22030",27,"M",55
"SSC22030",27,"F",40
"SSC22030",28,"M",73
"SSC22030",28,"F",67
"SSC22030",29,"M",55
"SSC22030",29,"F",62
"SSC22030",30,"M",66
"SSC22030",30,"F",68
"SSC22030",31,"M",61
"SSC22030",31,"F",48
"SSC22030",32,"M",66
"SSC22030",32,"F",69
"SSC22030",33,"M",54
"SSC22030",33,"F",76
"SSC22030",34,"M",55
"SSC22030",34,"F",71
"SSC22030",35,"M",73
"SSC22030",35,"F",92
"SSC22030",36,"M",64
"SSC22030",36,"F",83
"SSC22030",37,"M",71
"SSC22030",37,"F",81
"SSC22030",38,"M",79
"SSC22030",38,"F",73
"SSC22030",39,"M",84
"SSC22030",39,"F",85
"SSC22030",40,"M",79
"SSC22030",40,"F",70
"SSC22030",41,"M",88
"SSC22030",41,"F",81
"SSC22030",42,"M",94
"SSC22030",42,"F",95
"SSC22030",43,"M",72
"SSC22030",43,"F",87
"SSC22030",44,"M",68
"SSC22030",44,"F",86
"SSC22030",45,"M",90
"SSC22030",45,"F",98
"SSC22030",46,"M",86
"SSC22030",46,"F",80
"SSC22030",47,"M",76
"SSC22030",47,"F",81
"SSC22030",48,"M",66
"SSC22030",48,"F",78
"SSC22030",49,"M",89
"SSC22030",49,"F",82
"SSC22030",50,"M",88
"SSC22030",50,"F",77
"SSC22030",51,"M",89
"SSC22030",51,"F",79
"SSC22030",52,"M",70
"SSC22030",52,"F",59
"SSC22030",53,"M",94
"SSC22030",53,"F",73
"SSC22030",54,"M",73
"SSC22030",54,"F",68
"SSC22030",55,"M",62
"SSC22030",55,"F",69
"SSC20079",0,"M",42
"SSC20079",0,"F",23
"SSC20079",1,"M",35
"SSC20079",1,"F",36
"SSC20079",2,"M",32
"SSC20079",2,"F",31
"SSC20079",3,"M",34
"SSC20079",3,"F",39
"SSC20079",4,"M",41
"SSC20079",4,"F",32
"SSC20079",5,"M",45
"SSC20079",5,"F",37
"SSC20079",6,"M",37
"SSC20079",6,"F",28
"SSC20079",7,"M",49
"SSC20079",7,"F",42
"SSC20079",8,"M",53
"SSC20079",8,"F",43
"SSC20079",9,"M",37
"SSC20079",9,"F",24
"SSC20079",10,"M",45
"SSC20079",10,"F",43
"SSC20079",11,"M",57
"SSC20079",11,"F",47
"SSC20079",12,"M",47
"SSC20079",12,"F",51
"SSC20079",13,"M",52
"SSC20079",13,"F",56
"SSC20079",14,"M",57
"SSC20079",14,"F",62
"SSC20079",15,"M",48
"SSC20079",15,"F",57
"SSC20079",16,"M",62
"SSC20079",16,"F",36
"SSC20079",17,"M",59
"SSC20079",17,"F",50
"SSC20079",18,"M",67
"SSC20079",18,"F",46
"SSC20079",19,"M",56
"SSC20079",19,"F",56
"SSC20079",20,"M",60
"SSC20079",20,"F",57
"SSC20079",21,"M",63
"SSC20079",21,"F",44
"SSC20079",22,"M",48
"SSC20079",22,"F",30
"SSC20079",23,"M",34
"SSC20079",23,"F",52
"SSC20079",24,"M",36
"SSC20079",24,"F",25
"SSC20079",25,"M",35
"SSC20079",25,"F",25
"SSC20079",26,"M",25
"SSC20079",26,"F",29
"SSC20079",27,"M",23
"SSC20079",27,"F",28
"SSC20079",28,"M",35
"SSC20079",28,"F",15
"SSC20079",29,"M",22
"SSC20079",29,"F",28
"SSC20079",30,"M",23
"SSC20079",30,"F",29
"SSC20079",31,"M",19
"SSC20079",31,"F",33
"SSC20079",32,"M",32
"SSC20079",32,"F",25
"SSC20079",33,"M",25
"SSC20079",33,"F",37
"SSC20079",34,"M",32
"SSC20079",34,"F",37
"SSC20079",35,"M",35
"SSC20079",35,"F",48
"SSC20079",36,"M",36
"SSC20079",36,"F",44
"SSC20079",37,"M",31
"SSC20079",37,"F",39
"SSC20079",38,"M",44
"SSC20079",38,"F",41
"SSC20079",39,"M",33
"SSC20079",39,"F",43
"SSC20079",40,"M",23
"SSC20079",40,"F",54
"SSC20079",41,"M",39
"SSC20079",41,"F",40
"SSC20079",42,"M",51
"SSC20079",42,"F",49
"SSC20079",43,"M",51
"SSC20079",43,"F",38
"SSC20079",44,"M",56
"SSC20079",44,"F",60
"SSC20079",45,"M",56
"SSC20079",45,"F",84
"SSC20079",46,"M",49
"SSC20079",46,"F",69
"SSC20079",47,"M",62
"SSC20079",47,"F",66
"SSC20079",48,"M",72
"SSC20079",48,"F",62
"SSC20079",49,"M",52
"SSC20079",49,"F",74
"SSC20079",50,"M",41
"SSC20079",50,"F",75
"SSC20079",51,"M",65
"SSC20079",51,"F",58
"SSC20079",52,"M",56
"SSC20079",52,"F",59
"SSC20079",53,"M",55
"SSC20079",53,"F",59
"SSC20079",54,"M",62
"SSC20079",54,"F",47
"SSC20079",55,"M",46
"SSC20079",55,"F",54
"SSC22349",0,"M",0
"SSC22349",0,"F",0
"SSC22349",1,"M",0
"SSC22349",1,"F",0
"SSC22349",2,"M",0
"SSC22349",2,"F",0
"SSC22349",3,"M",0
"SSC22349",3,"F",0
"SSC22349",4,"M",0
"SSC22349",4,"F",0
"SSC22349",5,"M",0
"SSC22349",5,"F",0
"SSC22349",6,"M",0
"SSC22349",6,"F",3
"SSC22349",7,"M",0
"SSC22349",7,"F",3
"SSC22349",8,"M",0
"SSC22349",8,"F",0
"SSC22349",9,"M",0
"SSC22349",9,"F",3
"SSC22349",10,"M",0
"SSC22349",10,"F",0
"SSC22349",11,"M",0
"SSC22349",11,"F",0
"SSC22349",12,"M",0
"SSC22349",12,"F",0
"SSC22349",13,"M",0
"SSC22349",13,"F",0
"SSC22349",14,"M",0
"SSC22349",14,"F",0
"SSC22349",15,"M",0
"SSC22349",15,"F",0
"SSC22349",16,"M",0
"SSC22349",16,"F",0
"SSC22349",17,"M",0
"SSC22349",17,"F",0
"SSC22349",18,"M",0
"SSC22349",18,"F",0
"SSC22349",19,"M",0
"SSC22349",19,"F",0
"SSC22349",20,"M",0
"SSC22349",20,"F",0
"SSC22349",21,"M",0
"SSC22349",21,"F",0
"SSC22349",22,"M",0
"SSC22349",22,"F",0
"SSC22349",23,"M",0
"SSC22349",23,"F",0
"SSC22349",24,"M",0
"SSC22349",24,"F",0
"SSC22349",25,"M",0
"SSC22349",25,"F",0
"SSC22349",26,"M",0
"SSC22349",26,"F",0
"SSC22349",27,"M",0
"SSC22349",27,"F",0
"SSC22349",28,"M",0
"SSC22349",28,"F",0
"SSC22349",29,"M",0
"SSC22349",29,"F",0
"SSC22349",30,"M",0
"SSC22349",30,"F",0
"SSC22349",31,"M",0
"SSC22349",31,"F",0
"SSC22349",32,"M",0
"SSC22349",32,"F",0
"SSC22349",33,"M",0
"SSC22349",33,"F",0
"SSC22349",34,"M",0
"SSC22349",34,"F",0
"SSC22349",35,"M",0
"SSC22349",35,"F",0
"SSC22349",36,"M",0
"SSC22349",36,"F",0
"SSC22349",37,"M",0
"SSC22349",37,"F",0
"SSC22349",38,"M",0
"SSC22349",38,"F",0
"SSC22349",39,"M",0
"SSC22349",39,"F",0
"SSC22349",40,"M",0
"SSC22349",40,"F",0
"SSC22349",41,"M",0
"SSC22349",41,"F",0
"SSC22349",42,"M",0
"SSC22349",42,"F",0
"SSC22349",43,"M",0
"SSC22349",43,"F",0
"SSC22349",44,"M",0
"SSC22349",44,"F",0
"SSC22349",45,"M",0
"SSC22349",45,"F",0
"SSC22349",46,"M",0
"SSC22349",46,"F",0
"SSC22349",47,"M",0
"SSC22349",47,"F",0
"SSC22349",48,"M",0
"SSC22349",48,"F",0
"SSC22349",49,"M",0
"SSC22349",49,"F",0
"SSC22349",50,"M",0
"SSC22349",50,"F",0
"SSC22349",51,"M",0
"SSC22349",51,"F",0
"SSC22349",52,"M",0
"SSC22349",52,"F",0
"SSC22349",53,"M",0
"SSC22349",53,"F",0
"SSC22349",54,"M",0
"SSC22349",54,"F",0
"SSC22349",55,"M",0
"SSC22349",55,"F",0
"SSC21960",0,"M",0
"SSC21960",0,"F",0
"SSC21960",1,"M",0
"SSC21960",1,"F",0
"SSC21960",2,"M",0
"SSC21960",2,"F",0
"SSC21960",3,"M",0
"SSC21960",3,"F",0
"SSC21960",4,"M",0
"SSC21960",4,"F",0
"SSC21960",5,"M",0
"SSC21960",5,"F",0
"SSC21960",6,"M",0
"SSC21960",6,"F",0
"SSC21960",7,"M",6
"SSC21960",7,"F",0
"SSC21960",8,"M",3
"SSC21960",8,"F",0
"SSC21960",9,"M",0
"SSC21960",9,"F",0
"SSC21960",10,"M",0
"SSC21960",10,"F",0
"SSC21960",11,"M",3
"SSC21960",11,"F",3
"SSC21960",12,"M",0
"SSC21960",12,"F",0
"SSC21960",13,"M",0
"SSC21960",13,"F",0
"SSC21960",14,"M",0
"SSC21960",14,"F",0
"SSC21960",15,"M",0
"SSC21960",15,"F",0
"SSC21960",16,"M",0
"SSC21960",16,"F",0
"SSC21960",17,"M",0
"SSC21960",17,"F",0
"SSC21960",18,"M",0
"SSC21960",18,"F",0
"SSC21960",19,"M",0
"SSC21960",19,"F",0
"SSC21960",20,"M",0
"SSC21960",20,"F",0
"SSC21960",21,"M",0
"SSC21960",21,"F",0
"SSC21960",22,"M",0
"SSC21960",22,"F",0
"SSC21960",23,"M",0
"SSC21960",23,"F",3
"SSC21960",24,"M",3
"SSC21960",24,"F",0
"SSC21960",25,"M",0
"SSC21960",25,"F",3
"SSC21960",26,"M",0
"SSC21960",26,"F",0
"SSC21960",27,"M",0
"SSC21960",27,"F",0
"SSC21960",28,"M",0
"SSC21960",28,"F",0
"SSC21960",29,"M",0
"SSC21960",29,"F",0
"SSC21960",30,"M",0
"SSC21960",30,"F",0
"SSC21960",31,"M",0
"SSC21960",31,"F",4
"SSC21960",32,"M",0
"SSC21960",32,"F",0
"SSC21960",33,"M",0
"SSC21960",33,"F",3
"SSC21960",34,"M",0
"SSC21960",34,"F",0
"SSC21960",35,"M",0
"SSC21960",35,"F",3
"SSC21960",36,"M",0
"SSC21960",36,"F",0
"SSC21960",37,"M",0
"SSC21960",37,"F",3
"SSC21960",38,"M",0
"SSC21960",38,"F",0
"SSC21960",39,"M",0
"SSC21960",39,"F",0
"SSC21960",40,"M",0
"SSC21960",40,"F",3
"SSC21960",41,"M",0
"SSC21960",41,"F",0
"SSC21960",42,"M",0
"SSC21960",42,"F",0
"SSC21960",43,"M",0
"SSC21960",43,"F",3
"SSC21960",44,"M",0
"SSC21960",44,"F",3
"SSC21960",45,"M",0
"SSC21960",45,"F",0
"SSC21960",46,"M",0
"SSC21960",46,"F",0
"SSC21960",47,"M",0
"SSC21960",47,"F",0
"SSC21960",48,"M",4
"SSC21960",48,"F",0
"SSC21960",49,"M",0
"SSC21960",49,"F",0
"SSC21960",50,"M",8
"SSC21960",50,"F",3
"SSC21960",51,"M",3
"SSC21960",51,"F",3
"SSC21960",52,"M",0
"SSC21960",52,"F",0
"SSC21960",53,"M",0
"SSC21960",53,"F",3
"SSC21960",54,"M",3
"SSC21960",54,"F",0
"SSC21960",55,"M",0
"SSC21960",55,"F",6
"SSC20407",0,"M",19
"SSC20407",0,"F",9
"SSC20407",1,"M",27
"SSC20407",1,"F",25
"SSC20407",2,"M",28
"SSC20407",2,"F",31
"SSC20407",3,"M",27
"SSC20407",3,"F",30
"SSC20407",4,"M",36
"SSC20407",4,"F",31
"SSC20407",5,"M",22
"SSC20407",5,"F",37
"SSC20407",6,"M",33
"SSC20407",6,"F",29
"SSC20407",7,"M",43
"SSC20407",7,"F",31
"SSC20407",8,"M",27
"SSC20407",8,"F",34
"SSC20407",9,"M",31
"SSC20407",9,"F",33
"SSC20407",10,"M",26
"SSC20407",10,"F",25
"SSC20407",11,"M",37
"SSC20407",11,"F",25
"SSC20407",12,"M",33
"SSC20407",12,"F",25
"SSC20407",13,"M",21
"SSC20407",13,"F",27
"SSC20407",14,"M",27
"SSC20407",14,"F",27
"SSC20407",15,"M",32
"SSC20407",15,"F",23
"SSC20407",16,"M",22
"SSC20407",16,"F",18
"SSC20407",17,"M",25
"SSC20407",17,"F",24
"SSC20407",18,"M",24
"SSC20407",18,"F",13
"SSC20407",19,"M",15
"SSC20407",19,"F",12
"SSC20407",20,"M",25
"SSC20407",20,"F",23
"SSC20407",21,"M",21
"SSC20407",21,"F",10
"SSC20407",22,"M",15
"SSC20407",22,"F",14
"SSC20407",23,"M",13
"SSC20407",23,"F",16
"SSC20407",24,"M",13
"SSC20407",24,"F",17
"SSC20407",25,"M",19
"SSC20407",25,"F",3
"SSC20407",26,"M",8
"SSC20407",26,"F",11
"SSC20407",27,"M",13
"SSC20407",27,"F",10
"SSC20407",28,"M",9
"SSC20407",28,"F",19
"SSC20407",29,"M",15
"SSC20407",29,"F",10
"SSC20407",30,"M",23
"SSC20407",30,"F",20
"SSC20407",31,"M",19
"SSC20407",31,"F",12
"SSC20407",32,"M",20
"SSC20407",32,"F",22
"SSC20407",33,"M",11
"SSC20407",33,"F",15
"SSC20407",34,"M",18
"SSC20407",34,"F",22
"SSC20407",35,"M",20
"SSC20407",35,"F",26
"SSC20407",36,"M",22
"SSC20407",36,"F",19
"SSC20407",37,"M",18
"SSC20407",37,"F",21
"SSC20407",38,"M",31
"SSC20407",38,"F",24
"SSC20407",39,"M",24
"SSC20407",39,"F",36
"SSC20407",40,"M",24
"SSC20407",40,"F",38
"SSC20407",41,"M",20
"SSC20407",41,"F",19
"SSC20407",42,"M",20
"SSC20407",42,"F",26
"SSC20407",43,"M",29
"SSC20407",43,"F",33
"SSC20407",44,"M",23
"SSC20407",44,"F",33
"SSC20407",45,"M",29
"SSC20407",45,"F",40
"SSC20407",46,"M",24
"SSC20407",46,"F",21
"SSC20407",47,"M",20
"SSC20407",47,"F",32
"SSC20407",48,"M",20
"SSC20407",48,"F",23
"SSC20407",49,"M",32
"SSC20407",49,"F",20
"SSC20407",50,"M",16
"SSC20407",50,"F",30
"SSC20407",51,"M",21
"SSC20407",51,"F",30
"SSC20407",52,"M",22
"SSC20407",52,"F",23
"SSC20407",53,"M",27
"SSC20407",53,"F",27
"SSC20407",54,"M",20
"SSC20407",54,"F",24
"SSC20407",55,"M",46
"SSC20407",55,"F",32
"SSC21193",0,"M",4
"SSC21193",0,"F",4
"SSC21193",1,"M",5
"SSC21193",1,"F",10
"SSC21193",2,"M",3
"SSC21193",2,"F",0
"SSC21193",3,"M",12
"SSC21193",3,"F",4
"SSC21193",4,"M",12
"SSC21193",4,"F",8
"SSC21193",5,"M",13
"SSC21193",5,"F",10
"SSC21193",6,"M",5
"SSC21193",6,"F",7
"SSC21193",7,"M",14
"SSC21193",7,"F",10
"SSC21193",8,"M",6
"SSC21193",8,"F",4
"SSC21193",9,"M",5
"SSC21193",9,"F",14
"SSC21193",10,"M",9
"SSC21193",10,"F",4
"SSC21193",11,"M",6
"SSC21193",11,"F",7
"SSC21193",12,"M",3
"SSC21193",12,"F",3
"SSC21193",13,"M",4
"SSC21193",13,"F",3
"SSC21193",14,"M",4
"SSC21193",14,"F",10
"SSC21193",15,"M",13
"SSC21193",15,"F",9
"SSC21193",16,"M",10
"SSC21193",16,"F",8
"SSC21193",17,"M",8
"SSC21193",17,"F",9
"SSC21193",18,"M",6
"SSC21193",18,"F",4
"SSC21193",19,"M",7
"SSC21193",19,"F",4
"SSC21193",20,"M",12
"SSC21193",20,"F",6
"SSC21193",21,"M",5
"SSC21193",21,"F",3
"SSC21193",22,"M",3
"SSC21193",22,"F",3
"SSC21193",23,"M",5
"SSC21193",23,"F",0
"SSC21193",24,"M",3
"SSC21193",24,"F",0
"SSC21193",25,"M",0
"SSC21193",25,"F",3
"SSC21193",26,"M",3
"SSC21193",26,"F",4
"SSC21193",27,"M",0
"SSC21193",27,"F",0
"SSC21193",28,"M",4
"SSC21193",28,"F",5
"SSC21193",29,"M",4
"SSC21193",29,"F",0
"SSC21193",30,"M",0
"SSC21193",30,"F",3
"SSC21193",31,"M",5
"SSC21193",31,"F",9
"SSC21193",32,"M",0
"SSC21193",32,"F",3
"SSC21193",33,"M",5
"SSC21193",33,"F",6
"SSC21193",34,"M",8
"SSC21193",34,"F",4
"SSC21193",35,"M",7
"SSC21193",35,"F",4
"SSC21193",36,"M",7
"SSC21193",36,"F",5
"SSC21193",37,"M",7
"SSC21193",37,"F",10
"SSC21193",38,"M",5
"SSC21193",38,"F",4
"SSC21193",39,"M",6
"SSC21193",39,"F",7
"SSC21193",40,"M",12
"SSC21193",40,"F",9
"SSC21193",41,"M",3
"SSC21193",41,"F",8
"SSC21193",42,"M",5
"SSC21193",42,"F",12
"SSC21193",43,"M",7
"SSC21193",43,"F",7
"SSC21193",44,"M",10
"SSC21193",44,"F",9
"SSC21193",45,"M",10
"SSC21193",45,"F",12
"SSC21193",46,"M",3
"SSC21193",46,"F",6
"SSC21193",47,"M",8
"SSC21193",47,"F",7
"SSC21193",48,"M",3
"SSC21193",48,"F",14
"SSC21193",49,"M",3
"SSC21193",49,"F",4
"SSC21193",50,"M",5
"SSC21193",50,"F",0
"SSC21193",51,"M",3
"SSC21193",51,"F",9
"SSC21193",52,"M",7
"SSC21193",52,"F",5
"SSC21193",53,"M",3
"SSC21193",53,"F",5
"SSC21193",54,"M",11
"SSC21193",54,"F",5
"SSC21193",55,"M",6
"SSC21193",55,"F",3
"SSC22237",0,"M",0
"SSC22237",0,"F",0
"SSC22237",1,"M",0
"SSC22237",1,"F",0
"SSC22237",2,"M",0
"SSC22237",2,"F",0
"SSC22237",3,"M",0
"SSC22237",3,"F",0
"SSC22237",4,"M",0
"SSC22237",4,"F",0
"SSC22237",5,"M",0
"SSC22237",5,"F",0
"SSC22237",6,"M",0
"SSC22237",6,"F",0
"SSC22237",7,"M",0
"SSC22237",7,"F",0
"SSC22237",8,"M",0
"SSC22237",8,"F",0
"SSC22237",9,"M",0
"SSC22237",9,"F",0
"SSC22237",10,"M",0
"SSC22237",10,"F",0
"SSC22237",11,"M",0
"SSC22237",11,"F",0
"SSC22237",12,"M",0
"SSC22237",12,"F",0
"SSC22237",13,"M",0
"SSC22237",13,"F",0
"SSC22237",14,"M",0
"SSC22237",14,"F",0
"SSC22237",15,"M",0
"SSC22237",15,"F",0
"SSC22237",16,"M",0
"SSC22237",16,"F",0
"SSC22237",17,"M",0
"SSC22237",17,"F",0
"SSC22237",18,"M",0
"SSC22237",18,"F",0
"SSC22237",19,"M",0
"SSC22237",19,"F",0
"SSC22237",20,"M",0
"SSC22237",20,"F",0
"SSC22237",21,"M",0
"SSC22237",21,"F",0
"SSC22237",22,"M",0
"SSC22237",22,"F",0
"SSC22237",23,"M",0
"SSC22237",23,"F",0
"SSC22237",24,"M",0
"SSC22237",24,"F",0
"SSC22237",25,"M",0
"SSC22237",25,"F",0
"SSC22237",26,"M",0
"SSC22237",26,"F",0
"SSC22237",27,"M",0
"SSC22237",27,"F",0
"SSC22237",28,"M",0
"SSC22237",28,"F",0
"SSC22237",29,"M",0
"SSC22237",29,"F",0
"SSC22237",30,"M",0
"SSC22237",30,"F",0
"SSC22237",31,"M",0
"SSC22237",31,"F",0
"SSC22237",32,"M",0
"SSC22237",32,"F",0
"SSC22237",33,"M",0
"SSC22237",33,"F",0
"SSC22237",34,"M",0
"SSC22237",34,"F",0
"SSC22237",35,"M",0
"SSC22237",35,"F",0
"SSC22237",36,"M",0
"SSC22237",36,"F",0
"SSC22237",37,"M",0
"SSC22237",37,"F",0
"SSC22237",38,"M",0
"SSC22237",38,"F",0
"SSC22237",39,"M",0
"SSC22237",39,"F",0
"SSC22237",40,"M",0
"SSC22237",40,"F",0
"SSC22237",41,"M",0
"SSC22237",41,"F",0
"SSC22237",42,"M",0
"SSC22237",42,"F",0
"SSC22237",43,"M",0
"SSC22237",43,"F",0
"SSC22237",44,"M",0
"SSC22237",44,"F",3
"SSC22237",45,"M",0
"SSC22237",45,"F",0
"SSC22237",46,"M",0
"SSC22237",46,"F",0
"SSC22237",47,"M",0
"SSC22237",47,"F",0
"SSC22237",48,"M",0
"SSC22237",48,"F",0
"SSC22237",49,"M",0
"SSC22237",49,"F",0
"SSC22237",50,"M",0
"SSC22237",50,"F",0
"SSC22237",51,"M",0
"SSC22237",51,"F",0
"SSC22237",52,"M",0
"SSC22237",52,"F",0
"SSC22237",53,"M",0
"SSC22237",53,"F",0
"SSC22237",54,"M",0
"SSC22237",54,"F",0
"SSC22237",55,"M",0
"SSC22237",55,"F",0
"SSC22561",0,"M",0
"SSC22561",0,"F",0
"SSC22561",1,"M",0
"SSC22561",1,"F",0
"SSC22561",2,"M",0
"SSC22561",2,"F",0
"SSC22561",3,"M",3
"SSC22561",3,"F",0
"SSC22561",4,"M",0
"SSC22561",4,"F",0
"SSC22561",5,"M",0
"SSC22561",5,"F",0
"SSC22561",6,"M",0
"SSC22561",6,"F",0
"SSC22561",7,"M",0
"SSC22561",7,"F",0
"SSC22561",8,"M",0
"SSC22561",8,"F",0
"SSC22561",9,"M",0
"SSC22561",9,"F",0
"SSC22561",10,"M",0
"SSC22561",10,"F",0
"SSC22561",11,"M",0
"SSC22561",11,"F",4
"SSC22561",12,"M",3
"SSC22561",12,"F",0
"SSC22561",13,"M",0
"SSC22561",13,"F",0
"SSC22561",14,"M",0
"SSC22561",14,"F",0
"SSC22561",15,"M",0
"SSC22561",15,"F",0
"SSC22561",16,"M",0
"SSC22561",16,"F",0
"SSC22561",17,"M",0
"SSC22561",17,"F",0
"SSC22561",18,"M",0
"SSC22561",18,"F",0
"SSC22561",19,"M",0
"SSC22561",19,"F",0
"SSC22561",20,"M",0
"SSC22561",20,"F",0
"SSC22561",21,"M",0
"SSC22561",21,"F",0
"SSC22561",22,"M",0
"SSC22561",22,"F",0
"SSC22561",23,"M",3
"SSC22561",23,"F",0
"SSC22561",24,"M",0
"SSC22561",24,"F",0
"SSC22561",25,"M",0
"SSC22561",25,"F",0
"SSC22561",26,"M",0
"SSC22561",26,"F",0
"SSC22561",27,"M",0
"SSC22561",27,"F",0
"SSC22561",28,"M",0
"SSC22561",28,"F",0
"SSC22561",29,"M",0
"SSC22561",29,"F",0
"SSC22561",30,"M",0
"SSC22561",30,"F",0
"SSC22561",31,"M",3
"SSC22561",31,"F",0
"SSC22561",32,"M",0
"SSC22561",32,"F",0
"SSC22561",33,"M",0
"SSC22561",33,"F",0
"SSC22561",34,"M",0
"SSC22561",34,"F",0
"SSC22561",35,"M",0
"SSC22561",35,"F",0
"SSC22561",36,"M",0
"SSC22561",36,"F",0
"SSC22561",37,"M",0
"SSC22561",37,"F",0
"SSC22561",38,"M",0
"SSC22561",38,"F",0
"SSC22561",39,"M",0
"SSC22561",39,"F",0
"SSC22561",40,"M",0
"SSC22561",40,"F",0
"SSC22561",41,"M",0
"SSC22561",41,"F",0
"SSC22561",42,"M",0
"SSC22561",42,"F",3
"SSC22561",43,"M",0
"SSC22561",43,"F",3
"SSC22561",44,"M",0
"SSC22561",44,"F",0
"SSC22561",45,"M",0
"SSC22561",45,"F",0
"SSC22561",46,"M",0
"SSC22561",46,"F",0
"SSC22561",47,"M",0
"SSC22561",47,"F",0
"SSC22561",48,"M",0
"SSC22561",48,"F",3
"SSC22561",49,"M",0
"SSC22561",49,"F",0
"SSC22561",50,"M",0
"SSC22561",50,"F",0
"SSC22561",51,"M",0
"SSC22561",51,"F",0
"SSC22561",52,"M",3
"SSC22561",52,"F",0
"SSC22561",53,"M",0
"SSC22561",53,"F",0
"SSC22561",54,"M",0
"SSC22561",54,"F",0
"SSC22561",55,"M",4
"SSC22561",55,"F",3
"SSC22886",0,"M",0
"SSC22886",0,"F",0
"SSC22886",1,"M",0
"SSC22886",1,"F",0
"SSC22886",2,"M",0
"SSC22886",2,"F",0
"SSC22886",3,"M",0
"SSC22886",3,"F",0
"SSC22886",4,"M",0
"SSC22886",4,"F",0
"SSC22886",5,"M",0
"SSC22886",5,"F",0
"SSC22886",6,"M",0
"SSC22886",6,"F",0
"SSC22886",7,"M",0
"SSC22886",7,"F",0
"SSC22886",8,"M",0
"SSC22886",8,"F",3
"SSC22886",9,"M",0
"SSC22886",9,"F",0
"SSC22886",10,"M",3
"SSC22886",10,"F",0
"SSC22886",11,"M",0
"SSC22886",11,"F",0
"SSC22886",12,"M",0
"SSC22886",12,"F",0
"SSC22886",13,"M",0
